** Start Muse Monitor BrainVisual Recording on date:21/06/2022 14:12:37 Seconds since 1970:1655871914,75781
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 837.295, 843.875, 827.425, 842.230, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 857.035, 825.780, 824.135, 858.680, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 845.520, 810.975, 822.490, 822.490, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 820.845, 809.330, 822.490, 791.236, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 827.425, 858.680, 822.490, 801.105, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 852.100, 857.035, 819.200, 870.195, 
1655871914.78906, /muse/elements/eeg, 271536100000000000000000.000, 0.000, -3889077000000000000000000000000.000, 0.000, 0.000, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 830.715, 857.035, 819.200, 837.295, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 824.135, 801.105, 815.910, 817.555, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 852.100, 852.100, 817.555, 855.390, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 866.905, 863.615, 820.845, 886.644, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 850.455, 827.425, 817.555, 855.390, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 827.425, 842.230, 819.200, 827.425, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 840.585, 830.715, 815.910, 842.230, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 858.680, 820.845, 817.555, 855.390, 
1655871914.78906, /muse/elements/eeg, 151115700000000000000000.000, 852.100, 853.745, 824.135, 827.425, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 837.295, 843.875, 817.555, 815.910, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 845.520, 847.165, 814.265, 815.910, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 868.550, 863.615, 817.555, 901.449, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 878.420, 845.520, 815.910, 912.964, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 857.035, 843.875, 815.910, 863.615, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 853.745, 809.330, 814.265, 843.875, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 878.420, 830.715, 812.620, 855.390, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 896.514, 871.840, 815.910, 894.869, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 881.710, 863.615, 815.910, 878.420, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 853.745, 870.195, 812.620, 848.810, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 865.260, 857.035, 810.975, 861.970, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 889.934, 853.745, 820.845, 921.189, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 889.934, 832.360, 820.845, 911.319, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 865.260, 825.780, 817.555, 868.550, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 857.035, 830.715, 817.555, 858.680, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 878.420, 837.295, 819.200, 888.289, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 891.579, 861.970, 822.490, 861.970, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 863.615, 829.070, 820.845, 809.330, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 842.230, 835.650, 822.490, 783.011, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 858.680, 845.520, 822.490, 809.330, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 881.710, 835.650, 825.780, 861.970, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 871.840, 853.745, 822.490, 861.970, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 842.230, 840.585, 810.975, 809.330, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 837.295, 827.425, 814.265, 809.330, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 861.970, 852.100, 822.490, 861.970, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 873.485, 834.005, 824.135, 861.970, 
1655871914.80469, /muse/elements/eeg, 151115700000000000000000.000, 857.035, 740.241, 820.845, 809.330, 
1655871914.82031, /muse/elements/eeg, 151115700000000000000000.000, 830.715, 814.265, 820.845, 730.371, 
1655871914.82031, /muse/elements/eeg, 151115700000000000000000.000, 855.390, 845.520, 819.200, 783.011, 
1655871914.82031, /muse/elements/eeg, 151115700000000000000000.000, 870.195, 842.230, 820.845, 835.650, 
1655871914.82031, /muse/elements/eeg, 151115700000000000000000.000, 847.165, 893.224, 822.490, 835.650, 
1655871914.82031, /muse/elements/eeg, 151115700000000000000000.000, 832.360, 837.295, 817.555, 835.650, 
1655871914.82031, /muse/elements/alpha_absolute, 0.529, 0.915, 0.067, 0.985, 0.000, 
1655871914.82031, /muse/elements/beta_absolute, 0.213, 0.947, -0.406, 1.274, 0.000, 
1655871914.82031, /muse/elements/delta_absolute, 0.609, -0.047, -0.192, 0.717, 0.000, 
1655871914.82031, /muse/elements/theta_absolute, 0.027, 0.072, -0.167, 0.507, 0.000, 
1655871914.82031, /muse/elements/gamma_absolute, -0.108, 1.384, -0.391, 1.263, 0.000, 
1655871914.82031, /muse/elements/alpha_absolute, 0.506, 0.881, 0.058, 0.985, 0.000, 
1655871914.82031, /muse/elements/beta_absolute, 0.207, 0.941, -0.369, 1.274, 0.000, 
1655871914.82031, /muse/elements/delta_absolute, 0.581, -0.072, -0.182, 0.717, 0.000, 
1655871914.82031, /muse/elements/theta_absolute, 0.002, 0.061, -0.172, 0.507, 0.000, 
1655871914.82031, /muse/elements/gamma_absolute, -0.129, 1.386, -0.387, 1.263, 0.000, 
1655871915.03906, /muse/elements/eeg, 151115700000000000000000.000, 847.165, 835.650, 822.490, 861.970, 
